Date : 2024-10-04 16:16:36
Directory : /home/kapusta/Документы/programming_tasks
Total : 903 files,  31172 codes, 2333 comments, 2779 blanks, all 36284 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| /home/kapusta/Документы/programming_tasks/lomonosov/e.cpp                              | C++      |         92 |         15 |         11 |        118 |
| /home/kapusta/Документы/programming_tasks/lomonosov/hello.cpp                          | C++      |          5 |          0 |          1 |          6 |
| /home/kapusta/Документы/programming_tasks/myContest/testCon/a.cpp                      | C++      |         20 |          0 |          1 |         21 |
| /home/kapusta/Документы/programming_tasks/myContest/testCon/a2.cpp                     | C++      |          5 |          0 |          1 |          6 |
| /home/kapusta/Документы/programming_tasks/myContest/testCon/c.cpp                      | C++      |         45 |          0 |          3 |         48 |
| /home/kapusta/Документы/programming_tasks/myContest/testCon/testerA.py                 | Python   |          3 |          0 |          3 |          6 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/blocks.cpp                | C++      |         35 |          0 |          3 |         38 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/blocks.py                 | Python   |         14 |          0 |          2 |         16 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/ciferblat.py              | Python   |          9 |          0 |          3 |         12 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/derijabl.cpp              | C++      |         15 |          0 |          2 |         17 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/derijable.py              | Python   |         39 |          1 |          2 |         42 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/expedition.cpp            | C++      |         32 |          0 |          1 |         33 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/fast_div_ost.cpp          | C++      |          6 |          0 |          1 |          7 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/haker_vitalii.cpp         | C++      |         23 |          0 |          2 |         25 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/last_blocks.cpp           | C++      |         34 |          0 |          3 |         37 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/left_right_bin_search.cpp | C++      |         38 |          1 |          1 |         40 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/line_search.cpp           | C++      |         22 |          0 |          1 |         23 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/max_elemant.cpp           | C++      |         14 |          0 |          1 |         15 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/minus.py                  | Python   |          2 |          0 |          1 |          3 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/minus2.py                 | Python   |         15 |          0 |          3 |         18 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/next_number.cpp           | C++      |         18 |          0 |          1 |         19 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/otrezki.cpp               | C++      |         76 |         13 |          8 |         97 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/otrezki.py                | Python   |         63 |          2 |         13 |         78 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/polindrome.py             | Python   |         22 |          3 |          5 |         30 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/polindromes.cpp           | C++      |         66 |          0 |          5 |         71 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/pr.cpp                    | C++      |         56 |          0 |          5 |         61 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/prazdn.py                 | Python   |          6 |          0 |          5 |         11 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/rgb.py                    | Python   |         13 |          0 |          3 |         16 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/rojer.cpp                 | C++      |         21 |          3 |          4 |         28 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/sedlov_point.cpp          | C++      |         45 |          0 |          1 |         46 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/serebr_medal.cpp          | C++      |         23 |          0 |          1 |         24 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/simple_rojer.cpp          | C++      |         11 |          1 |          3 |         15 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/sort.cpp                  | C++      |         18 |          0 |          2 |         20 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/very_lite_qwestion.cpp    | C++      |          4 |          0 |          2 |          6 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/very_lite_qwestion.py     | Python   |         10 |          0 |          0 |         10 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkof080923/ybiley.py                 | Python   |          1 |          0 |          2 |          3 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkoff02/a.cpp                        | C++      |         23 |          0 |          3 |         26 |
| /home/kapusta/Документы/programming_tasks/otbor_tinkoff02/at.cpp                       | C++      |         20 |          0 |          2 |         22 |
| /home/kapusta/Документы/programming_tasks/primeTime/n1.cpp                             | C++      |         26 |          6 |          1 |         33 |
| /home/kapusta/Документы/programming_tasks/primeTime/n2.cpp                             | C++      |         46 |          4 |          2 |         52 |
| /home/kapusta/Документы/programming_tasks/primeTime/n5.cpp                             | C++      |         86 |          0 |          7 |         93 |
| /home/kapusta/Документы/programming_tasks/primeTime/n9.cpp                             | C++      |         38 |          1 |          1 |         40 |
| /home/kapusta/Документы/programming_tasks/sirius/00.cpp                                | C++      |         38 |         15 |          4 |         57 |
| /home/kapusta/Документы/programming_tasks/sirius/1/00.cpp                              | C++      |         27 |          3 |          1 |         31 |
| /home/kapusta/Документы/programming_tasks/sirius/1/01.cpp                              | C++      |         43 |          0 |          2 |         45 |
| /home/kapusta/Документы/programming_tasks/sirius/1/10.cpp                              | C++      |         25 |          0 |          1 |         26 |
| /home/kapusta/Документы/programming_tasks/sirius/1/11.cpp                              | C++      |         34 |          0 |          3 |         37 |
| /home/kapusta/Документы/programming_tasks/sirius/2/00.cpp                              | C++      |         22 |          0 |          2 |         24 |
| /home/kapusta/Документы/programming_tasks/sirius/2/01.cpp                              | C++      |         22 |          3 |          3 |         28 |
| /home/kapusta/Документы/programming_tasks/sirius/2/02.cpp                              | C++      |         29 |          0 |          3 |         32 |
| /home/kapusta/Документы/programming_tasks/sirius/2/10.cpp                              | C++      |         56 |         12 |          5 |         73 |
| /home/kapusta/Документы/programming_tasks/sirius/2/11.cpp                              | C++      |         24 |          4 |          3 |         31 |
| /home/kapusta/Документы/programming_tasks/sirius/2/12.cpp                              | C++      |         23 |          8 |          3 |         34 |
| /home/kapusta/Документы/programming_tasks/sirius/2/20.cpp                              | C++      |         52 |          6 |          3 |         61 |
| /home/kapusta/Документы/programming_tasks/sirius/2/21.cpp                              | C++      |         51 |          6 |          5 |         62 |
| /home/kapusta/Документы/programming_tasks/sirius/2/22.cpp                              | C++      |         43 |          4 |          4 |         51 |
| /home/kapusta/Документы/programming_tasks/sirius/3/00.cpp                              | C++      |         74 |         16 |         11 |        101 |
| /home/kapusta/Документы/programming_tasks/sirius/3/01.cpp                              | C++      |         76 |         12 |          9 |         97 |
| /home/kapusta/Документы/programming_tasks/sirius/3/02.cpp                              | C++      |         41 |          7 |         15 |         63 |
| /home/kapusta/Документы/programming_tasks/sirius/3/03.cpp                              | C++      |         29 |          0 |          5 |         34 |
| /home/kapusta/Документы/programming_tasks/sirius/3/10.cpp                              | C++      |         64 |          6 |         10 |         80 |
| /home/kapusta/Документы/programming_tasks/sirius/3/11.cpp                              | C++      |         33 |          1 |          1 |         35 |
| /home/kapusta/Документы/programming_tasks/sirius/3/12.cpp                              | C++      |         51 |         12 |          8 |         71 |
| /home/kapusta/Документы/programming_tasks/sirius/3/13.cpp                              | C++      |         18 |          0 |          2 |         20 |
| /home/kapusta/Документы/programming_tasks/sirius/3/20.cpp                              | C++      |         25 |          0 |          2 |         27 |
| /home/kapusta/Документы/programming_tasks/sirius/3/21.cpp                              | C++      |         32 |          1 |          2 |         35 |
| /home/kapusta/Документы/programming_tasks/sirius/3/22.cpp                              | C++      |         39 |          8 |          2 |         49 |
| /home/kapusta/Документы/programming_tasks/sirius/3/23.cpp                              | C++      |         21 |          1 |          2 |         24 |
| /home/kapusta/Документы/programming_tasks/sirius/3/30.cpp                              | C++      |         70 |          7 |          6 |         83 |
| /home/kapusta/Документы/programming_tasks/sirius/3/31.cpp                              | C++      |         34 |          0 |          2 |         36 |
| /home/kapusta/Документы/programming_tasks/sirius/3/32.cpp                              | C++      |         34 |          0 |          2 |         36 |
| /home/kapusta/Документы/programming_tasks/sirius/3/33.cpp                              | C++      |         35 |          3 |          4 |         42 |
| /home/kapusta/Документы/programming_tasks/sirius/4/00.cpp                              | C++      |         37 |          1 |          2 |         40 |
| /home/kapusta/Документы/programming_tasks/sirius/4/01.cpp                              | C++      |         15 |          0 |          1 |         16 |
| /home/kapusta/Документы/programming_tasks/sirius/4/02.cpp                              | C++      |         31 |          1 |          1 |         33 |
| /home/kapusta/Документы/programming_tasks/sirius/4/03.cpp                              | C++      |         42 |          0 |          2 |         44 |
| /home/kapusta/Документы/programming_tasks/sirius/4/04.cpp                              | C++      |         31 |          1 |          1 |         33 |
| /home/kapusta/Документы/programming_tasks/sirius/4/10.cpp                              | C++      |         26 |          1 |          1 |         28 |
| /home/kapusta/Документы/programming_tasks/sirius/4/11.cpp                              | C++      |         25 |          0 |          1 |         26 |
| /home/kapusta/Документы/programming_tasks/sirius/4/12.cpp                              | C++      |         29 |          0 |          1 |         30 |
| /home/kapusta/Документы/programming_tasks/sirius/4/13.cpp                              | C++      |         33 |          0 |          1 |         34 |
| /home/kapusta/Документы/programming_tasks/sirius/4/14.cpp                              | C++      |         31 |          1 |          1 |         33 |
| /home/kapusta/Документы/programming_tasks/sirius/4/20.cpp                              | C++      |         25 |          1 |          3 |         29 |
| /home/kapusta/Документы/programming_tasks/sirius/4/21.cpp                              | C++      |         25 |          2 |          2 |         29 |
| /home/kapusta/Документы/programming_tasks/sirius/4/22.cpp                              | C++      |         43 |          6 |          2 |         51 |
| /home/kapusta/Документы/programming_tasks/sirius/4/23.cpp                              | C++      |         28 |          0 |          2 |         30 |
| /home/kapusta/Документы/programming_tasks/sirius/4/24.cpp                              | C++      |         24 |          1 |          2 |         27 |
| /home/kapusta/Документы/programming_tasks/sirius/4/30.cpp                              | C++      |         38 |          0 |          2 |         40 |
| /home/kapusta/Документы/programming_tasks/sirius/4/31.cpp                              | C++      |         35 |          0 |          2 |         37 |
| /home/kapusta/Документы/programming_tasks/sirius/4/stress_test04.cpp                   | C++      |         62 |          1 |          5 |         68 |
| /home/kapusta/Документы/programming_tasks/sirius/a.cpp                                 | C++      |         10 |          0 |          1 |         11 |
| /home/kapusta/Документы/programming_tasks/sirius/b.cpp                                 | C++      |         16 |          0 |          1 |         17 |
| /home/kapusta/Документы/programming_tasks/sirius/c.cpp                                 | C++      |         24 |          3 |          1 |         28 |
| /home/kapusta/Документы/programming_tasks/sirius/d.cpp                                 | C++      |         18 |          3 |          1 |         22 |
| /home/kapusta/Документы/programming_tasks/sirius/e.cpp                                 | C++      |         22 |          3 |          1 |         26 |
| /home/kapusta/Документы/programming_tasks/sirius/f.cpp                                 | C++      |         27 |          7 |          3 |         37 |
| /home/kapusta/Документы/programming_tasks/sirius/g.cpp                                 | C++      |         23 |          3 |          1 |         27 |
| /home/kapusta/Документы/programming_tasks/sirius/h.cpp                                 | C++      |         26 |          3 |          1 |         30 |
| /home/kapusta/Документы/programming_tasks/sirius/i.cpp                                 | C++      |         32 |          2 |          1 |         35 |
| /home/kapusta/Документы/programming_tasks/sirius/j.cpp                                 | C++      |         24 |          3 |          1 |         28 |
| /home/kapusta/Документы/programming_tasks/sirius/k.cpp                                 | C++      |         24 |          3 |          1 |         28 |
| /home/kapusta/Документы/programming_tasks/sirius/l.cpp                                 | C++      |         32 |          0 |          2 |         34 |
| /home/kapusta/Документы/programming_tasks/sirius/m.cpp                                 | C++      |         40 |          4 |          8 |         52 |
| /home/kapusta/Документы/programming_tasks/sirius/n.cpp                                 | C++      |         28 |          0 |          2 |         30 |
| /home/kapusta/Документы/programming_tasks/sirius/o.cpp                                 | C++      |         36 |          0 |          1 |         37 |
| /home/kapusta/Документы/programming_tasks/sirius/p.cpp                                 | C++      |         20 |          4 |          1 |         25 |
| /home/kapusta/Документы/programming_tasks/sirius/q.cpp                                 | C++      |         25 |          0 |          3 |         28 |
| /home/kapusta/Документы/programming_tasks/smena/bfs/c.cpp                              | C++      |         58 |          7 |          2 |         67 |
| /home/kapusta/Документы/programming_tasks/smena/geom/c.cpp                             | C++      |          8 |          0 |          3 |         11 |
| /home/kapusta/Документы/programming_tasks/smena/hz/a.cpp                               | C++      |         56 |          7 |          4 |         67 |
| /home/kapusta/Документы/programming_tasks/smena/hz/a2.cpp                              | C++      |         68 |         10 |          4 |         82 |
| /home/kapusta/Документы/programming_tasks/smena/hz/a3.cpp                              | C++      |         11 |          0 |          1 |         12 |
| /home/kapusta/Документы/programming_tasks/smena/sqrtDecompose/d.cpp                    | C++      |         60 |          0 |          5 |         65 |
| /home/kapusta/Документы/programming_tasks/smena/sqrtDecompose/d2.cpp                   | C++      |         54 |          2 |          2 |         58 |
| /home/kapusta/Документы/programming_tasks/smena/sqrtDecompose/d_nnn.cpp                | C++      |         55 |          0 |          1 |         56 |
| /home/kapusta/Документы/programming_tasks/technoCup/a.cpp                              | C++      |         18 |          0 |          2 |         20 |
| /home/kapusta/Документы/programming_tasks/technoCup/b.cpp                              | C++      |         22 |          0 |          2 |         24 |
| /home/kapusta/Документы/programming_tasks/technoCup/test.py                            | Python   |          5 |          0 |          2 |          7 |
| /home/kapusta/Документы/programming_tasks/timus/id1820.cpp                             | C++      |          9 |          0 |          1 |         10 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/a.cpp                          | C++      |         41 |          1 |          7 |         49 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/a2.cpp                         | C++      |         44 |          1 |          7 |         52 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/b.cpp                          | C++      |         34 |          0 |          8 |         42 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/c.cpp                          | C++      |         57 |         15 |          8 |         80 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/d.cpp                          | C++      |         63 |         13 |         11 |         87 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/d2.cpp                         | C++      |         51 |         13 |         11 |         75 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/d3.cpp                         | C++      |         50 |         10 |         13 |         73 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/d4.cpp                         | C++      |         52 |          5 |          7 |         64 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/e.cpp                          | C++      |         63 |          3 |         13 |         79 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/e2.cpp                         | C++      |         53 |          1 |         10 |         64 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/e3.cpp                         | C++      |         55 |         10 |          6 |         71 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/f.cpp                          | C++      |         69 |          0 |          6 |         75 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/g.cpp                          | C++      |         53 |          7 |          8 |         68 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/h.cpp                          | C++      |         72 |          6 |          7 |         85 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/i.cpp                          | C++      |         87 |         13 |         11 |        111 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/j.cpp                          | C++      |         48 |          1 |          9 |         58 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/j2.cpp                         | C++      |         49 |          1 |          8 |         58 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/j3.cpp                         | C++      |         43 |          3 |          6 |         52 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/j4.cpp                         | C++      |         58 |          2 |         11 |         71 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/j5.cpp                         | C++      |         70 |          6 |          8 |         84 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/j6.cpp                         | C++      |         63 |          2 |          7 |         72 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/k.cpp                          | C++      |         56 |          6 |         12 |         74 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/l.cpp                          | C++      |        111 |         17 |          9 |        137 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/m.cpp                          | C++      |         86 |         19 |          5 |        110 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/m2.cpp                         | C++      |         74 |          6 |          7 |         87 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/n.cpp                          | C++      |         51 |          5 |          3 |         59 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/n2.cpp                         | C++      |         48 |          2 |          7 |         57 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/o.cpp                          | C++      |         59 |          4 |         12 |         75 |
| /home/kapusta/Документы/programming_tasks/tinkoff/BFS&D/o2.cpp                         | C++      |         21 |          0 |          3 |         24 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/a.cpp                            | C++      |         21 |          0 |          1 |         22 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/b.cpp                            | C++      |         21 |          0 |          1 |         22 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/c.cpp                            | C++      |         39 |          3 |          3 |         45 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/d.cpp                            | C++      |         38 |         13 |          3 |         54 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/d2.cpp                           | C++      |         38 |          3 |          4 |         45 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/d3.cpp                           | C++      |         39 |          2 |          4 |         45 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/e.cpp                            | C++      |         46 |          0 |          3 |         49 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/f.cpp                            | C++      |         36 |          0 |          5 |         41 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/g.cpp                            | C++      |         35 |          1 |          3 |         39 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/h.cpp                            | C++      |         40 |          5 |          3 |         48 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/i.cpp                            | C++      |         42 |          7 |          5 |         54 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/j.cpp                            | C++      |         33 |          0 |          6 |         39 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/j2.cpp                           | C++      |         46 |          0 |          4 |         50 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/j3.cpp                           | C++      |         46 |          3 |          5 |         54 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/k.cpp                            | C++      |         33 |          3 |          3 |         39 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/k2.cpp                           | C++      |         34 |          0 |          7 |         41 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/l.cpp                            | C++      |         39 |          8 |          3 |         50 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/m.cpp                            | C++      |         42 |          0 |          9 |         51 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/n.cpp                            | C++      |         31 |          9 |         11 |         51 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/n2.cpp                           | C++      |         42 |          3 |         10 |         55 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/o.cpp                            | C++      |         47 |          0 |          6 |         53 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DFS/p.cpp                            | C++      |         41 |          0 |          7 |         48 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DO/a.cpp                             | C++      |         51 |          5 |          6 |         62 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DO/b.cpp                             | C++      |         33 |          3 |          4 |         40 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DO/c.cpp                             | C++      |         73 |          5 |         11 |         89 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DO/d.cpp                             | C++      |         57 |          6 |          4 |         67 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DO/d2.cpp                            | C++      |         58 |          6 |         11 |         75 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DO/d3.cpp                            | C++      |         45 |          4 |          5 |         54 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DO/d4.cpp                            | C++      |         97 |          3 |         18 |        118 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DO/e.cpp                             | C++      |         90 |         14 |         10 |        114 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DO/f.cpp                             | C++      |         91 |         14 |         13 |        118 |
| /home/kapusta/Документы/programming_tasks/tinkoff/DO/g.cpp                             | C++      |          8 |          0 |          2 |         10 |
| /home/kapusta/Документы/programming_tasks/tinkoff/F&FB/a.cpp                           | C++      |         43 |          0 |          7 |         50 |
| /home/kapusta/Документы/programming_tasks/tinkoff/F&FB/a2.cpp                          | C++      |         44 |          2 |          8 |         54 |
| /home/kapusta/Документы/programming_tasks/tinkoff/F&FB/b.cpp                           | C++      |         65 |          0 |          9 |         74 |
| /home/kapusta/Документы/programming_tasks/tinkoff/F&FB/b2.cpp                          | C++      |         59 |          0 |         11 |         70 |
| /home/kapusta/Документы/programming_tasks/tinkoff/STL/a.cpp                            | C++      |         27 |          0 |          1 |         28 |
| /home/kapusta/Документы/programming_tasks/tinkoff/STL/bl.cpp                           | C++      |         36 |          0 |          1 |         37 |
| /home/kapusta/Документы/programming_tasks/tinkoff/STL/c.cpp                            | C++      |         19 |          0 |          1 |         20 |
| /home/kapusta/Документы/programming_tasks/tinkoff/STL/d.cpp                            | C++      |         36 |          0 |          1 |         37 |
| /home/kapusta/Документы/programming_tasks/tinkoff/STL/f.cpp                            | C++      |         47 |         15 |          3 |         65 |
| /home/kapusta/Документы/programming_tasks/tinkoff/algos1/a.cpp                         | C++      |         32 |          0 |          2 |         34 |
| /home/kapusta/Документы/programming_tasks/tinkoff/algos1/b.cpp                         | C++      |         25 |          0 |          2 |         27 |
| /home/kapusta/Документы/programming_tasks/tinkoff/algos1/c.cpp                         | C++      |         28 |          3 |          2 |         33 |
| /home/kapusta/Документы/programming_tasks/tinkoff/algos1/d.cpp                         | C++      |         39 |         12 |          2 |         53 |
| /home/kapusta/Документы/programming_tasks/tinkoff/algos1/e.cpp                         | C++      |         96 |         12 |          6 |        114 |
| /home/kapusta/Документы/programming_tasks/tinkoff/algos1/e1.cpp                        | C++      |         34 |          0 |          2 |         36 |
| /home/kapusta/Документы/programming_tasks/tinkoff/algos1/e2.cpp                        | C++      |         62 |          0 |          3 |         65 |
| /home/kapusta/Документы/programming_tasks/tinkoff/algos1/f.cpp                         | C++      |         22 |          4 |          3 |         29 |
| /home/kapusta/Документы/programming_tasks/tinkoff/algos1/g.cpp                         | C++      |         48 |          9 |          3 |         60 |
| /home/kapusta/Документы/programming_tasks/tinkoff/algos1/h.cpp                         | C++      |         45 |          2 |          3 |         50 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/a.cpp                      | C++      |         32 |          0 |          3 |         35 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/a.py                       | Python   |         14 |          0 |          3 |         17 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/b.cpp                      | C++      |         30 |          0 |          3 |         33 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/bl.cpp                     | C++      |         26 |          0 |          1 |         27 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/cl.cpp                     | C++      |         47 |          0 |          2 |         49 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/d.cpp                      | C++      |         20 |          0 |          3 |         23 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/e.cpp                      | C++      |         23 |          0 |          1 |         24 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/f.cpp                      | C++      |         19 |          0 |          3 |         22 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/g.cpp                      | C++      |         32 |          9 |          2 |         43 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/h.cpp                      | C++      |         34 |          6 |          3 |         43 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/hl.cpp                     | C++      |         28 |          0 |          3 |         31 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/i.cpp                      | C++      |         19 |          0 |          4 |         23 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/j.cpp                      | C++      |         25 |          0 |          5 |         30 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/jl.cpp                     | C++      |         30 |          1 |          3 |         34 |
| /home/kapusta/Документы/programming_tasks/tinkoff/binsearch/kl.cpp                     | C++      |         37 |          2 |          5 |         44 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/a.cpp                        | C++      |         20 |          0 |          3 |         23 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/a2.cpp                       | C++      |         16 |          0 |          1 |         17 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/b.cpp                        | C++      |         17 |          0 |          1 |         18 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/c.cpp                        | C++      |         20 |          0 |          1 |         21 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/c2.cpp                       | C++      |         19 |          0 |          1 |         20 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/d.cpp                        | C++      |         37 |          9 |          1 |         47 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/d2.cpp                       | C++      |         40 |          0 |          2 |         42 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/d3.cpp                       | C++      |         50 |          2 |          1 |         53 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/d4.cpp                       | C++      |         48 |          0 |          1 |         49 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/e.cpp                        | C++      |         19 |          0 |          1 |         20 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/f.cpp                        | C++      |         27 |          0 |          1 |         28 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/g.cpp                        | C++      |         17 |          0 |          1 |         18 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/h.cpp                        | C++      |         33 |          0 |          2 |         35 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/h2.cpp                       | C++      |         31 |          0 |          1 |         32 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/h3.cpp                       | C++      |         24 |          0 |          1 |         25 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/i.cpp                        | C++      |         17 |          0 |          1 |         18 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/i2.cpp                       | C++      |         17 |          0 |          1 |         18 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/j.cpp                        | C++      |         24 |          0 |          1 |         25 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/j2.cpp                       | C++      |         22 |          0 |          1 |         23 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/j3.cpp                       | C++      |         70 |         18 |          3 |         91 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/j4.cpp                       | C++      |         43 |         17 |          1 |         61 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/j5.cpp                       | C++      |         60 |         31 |          1 |         92 |
| /home/kapusta/Документы/programming_tasks/tinkoff/dynamic/j6.cpp                       | C++      |          2 |          0 |          1 |          3 |
